id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
474197,Historic Home Close to Everything,115001499,Anisha,,Treme - Lafitte,29.96587,-90.07053,Entire home/apt,321,2,83,2025-01-03,0.53,1,308,10,"21-CSTR-08647, 21-OSTR-13290"
542247,10min drive to French Quarter 5min to Dome,2156820,J,,Broadmoor,29.946689853433014,-90.10075887298348,Entire home/apt,331,3,152,2025-02-16,1.00,2,239,21,"23-NSTR-18619, 22-OSTR-12012"
561833,Half of The Okra Inn Iberville (4019),2707644,Lindsay,,Mid-City,29.974992752075195,-90.09910583496094,Entire home/apt,,1,116,2025-02-20,0.78,18,12,31,"21-CSTR-08128, 20-OSTR-02677"
596455,Last minute Bywater Super Bowl availability!,518748,Rachel,,Bywater,29.96491,-90.04403,Entire home/apt,700,30,48,2024-09-02,0.32,1,196,1,
648129,Beautiful Efficiency Apartment,2383859,Brian,,City Park,29.98282,-90.09417,Entire home/apt,89,30,117,2020-02-24,0.78,1,178,0,18STR-16510
665259,Quiet Stroll to the Quarter #1,1451330,Leron And Dennis,,St. Roch,29.97581,-90.05337,Private room,99,30,241,2025-02-10,1.59,2,177,7,"21-RSTR-05754, 20-OSTR-00520"
665334,Quiet Stroll to the Quarter #2,1451330,Leron And Dennis,,St. Roch,29.97673,-90.05316,Private room,113,30,316,2025-02-11,2.08,2,266,9,"21-RSTR-05754, 20-OSTR-00520"
684584,Ride the Streetcar to the French Quarter!,2176992,Erin,,Mid-City,29.96658,-90.09607,Private room,170,1,1168,2025-02-16,7.69,1,242,135,"23-NSTR-17387, 22-OSTR-00036"
701364,Sky Loft Bywater-Marigny - King Bed and Balcony,2671376,Ruby Dee,,St. Roch,29.97036,-90.05007,Entire home/apt,214,30,298,2025-02-16,1.99,2,65,28,"23-NSTR-17825, 25-OSTR-07158"
705776,The Okra Inn Master: On Canal Streetcar Line,2707644,Lindsay,,Mid-City,29.97524,-90.10003,Private room,,30,217,2020-03-09,1.44,18,0,0,"21-CSTR-08128, 20-OSTR-02677"
705854,The Okra Inn's Balcony Room: On Canal Streetcar,2707644,Lindsay,,Mid-City,29.974992752075195,-90.09910583496094,Private room,69,1,238,2023-10-25,1.58,18,0,0,"21-CSTR-08128, 20-OSTR-02677"
708852,studio unit 3 New Orleans,103427,Jacqueline M,,Lower Garden District,29.93396,-90.08066,Entire home/apt,244,30,0,,,2,90,0,Exempt
718256,Rumahku De New Orleans,1340014,Susanna,,Fillmore,30.00784,-90.08124,Entire home/apt,138,2,394,2025-02-11,2.70,1,226,20,"24-NSTR-10932, 23-OSTR-12561"
742617,Cabaret Life: Spacious w/wraparound balcony,3888377,Zalia,,Marigny,29.96768,-90.05683,Entire home/apt,315,3,316,2025-02-22,2.15,1,135,33,"22-CSTR-00256, 25-OSTR-07178"
755827,Stay by the river in the safe & historic Bywater,3978674,Carmen,,Bywater,29.96056,-90.03423,Entire home/apt,186,3,627,2025-02-03,4.18,1,133,34,"23-NSTR-15629, 23-OSTR-14447"
760661,"Comfortable, Affordable, Pool table & Location",2156820,J,,Broadmoor,29.94811,-90.09961,Entire home/apt,317,30,180,2024-11-11,1.22,2,92,6,"22-RSTR-12004, 22-OSTR-12012"
780112,Large Apt Bayou St John/City Park 3 miles to Dome,3233663,Julie,,Bayou St. John,29.97728,-90.08278,Entire home/apt,238,30,97,2022-04-22,0.66,1,89,0,
786938,Historic home near FQ/outdoor oasis,978875,Gianna,,Seventh Ward,29.97478,-90.07634,Entire home/apt,593,3,173,2025-02-09,1.18,1,325,13,"20STR-01939, 25-OSTR-01876"
790082,GUEST WING BY THE RIVER ~2 Q Bedrooms,4163388,N L,,Holy Cross,29.95852,-90.02569,Entire home/apt,83,30,99,2021-12-20,0.67,2,124,0,17STR-19404
812536,"Downtown Views, Garden District, Streetcar",4271460,Christian,,Central City,29.93616,-90.08231,Entire home/apt,153,2,65,2025-01-03,0.44,5,38,2,23-XSTR-11145
812675,Luxe Garden District Balcony Views,4271460,Christian,,Central City,29.935006370033513,-90.08173553236517,Entire home/apt,153,2,81,2024-12-09,0.55,5,31,3,23-XSTR-11145
829933,"King rm @ Huckabuck Village, Treme",3849334,Liberty,,Treme - Lafitte,29.96949,-90.07396,Private room,60,30,154,2025-01-29,1.04,1,178,1,"19RSTR-26556, 21-OSTR-08891"
845309,Fab Frenchmen Maison on the Park,4413148,Deborah,,Marigny,29.96609,-90.05718,Entire home/apt,475,30,169,2021-05-03,1.15,1,365,0,"19STR-08005, 20-OSTR-0809"
851999,Fab Apt with Perfect Park Porch,4448274,Carolee,,Leonidas,29.95565,-90.12383,Entire home/apt,154,31,113,2025-02-08,0.77,2,320,1,
854997,Historic Marigny Triangle Apartment,176809,Amy,,Marigny,29.96731,-90.05927,Entire home/apt,199,30,139,2024-11-13,0.94,1,116,2,
872905,"City Park, Mid City, Safe area near Streetcar Stop",4606010,Monica,,City Park,29.98148,-90.09697,Entire home/apt,65,30,57,2024-09-07,0.39,1,149,1,
873413,"Superdome walk, Mansion in the Garden District",4271460,Christian,,Central City,29.935006370033513,-90.08173553236517,Entire home/apt,1077,2,78,2025-01-03,0.53,5,34,1,23-XSTR-11145
882473,Historic Apt in Magical Marigny,4669579,Mary,,Marigny,29.96712,-90.05075,Entire home/apt,129,30,209,2024-05-01,1.42,1,355,2,"19STR-00000, 19-OSTR-0000"
885010,private getaway near french quarter,4688828,Cleotis,,St. Claude,29.97043,-90.0476,Entire home/apt,,30,114,2017-07-02,0.77,1,0,0,
885246,HUGE Historic Warehouse District Condo,4690952,Ashley,,Central Business District,29.94499,-90.07222,Entire home/apt,400,30,9,2022-12-31,0.07,1,260,0,19STR-12961
890508,Magazine St. Charm - Safe Area,4728090,Roberto,,Uptown,29.9205,-90.10807,Entire home/apt,217,30,28,2019-05-27,0.21,1,329,0,"18STR-16423, 20-OSTR-02857"
891764,Retro Cottage near Bayou/ Jazz Fest,897324,Renee,,Fairgrounds,29.98209,-90.08431,Entire home/apt,84,30,79,2024-07-31,0.54,1,29,2,
895626,"Walk to Tulane, The Purple Room of the Treehouse",4772370,Laurie,,Audubon,29.93823,-90.11176,Private room,86,1,331,2025-02-26,2.25,2,113,38,"23-NSTR-14182, 23-OSTR-14182"
896343,#1 Beautiful 2-BR Suite Uptown/Audubon Riverside,4778949,Rob,,West Riverside,29.92048,-90.12346,Entire home/apt,272,30,43,2024-04-08,0.31,3,146,2,"24-NSTR-10773, 19-OSTR-29647"
896501,#2 Perfect 2BR Audubon Suite,4778949,Rob,,Audubon,29.92345,-90.12261,Entire home/apt,310,30,33,2024-11-11,0.24,3,276,1,"45STR-56877, 45-OSTR-5687"
896709,Modern Home Near French Quarter,4782391,Marc,,Treme - Lafitte,29.97258,-90.07539,Entire home/apt,278,30,50,2020-02-23,0.34,1,364,0,
898632,TulaneUniv/Pool-3 ppl + if family- No parties,4370699,Deborah,,Audubon,29.94574,-90.11839,Entire home/apt,281,1,97,2025-02-16,0.66,1,275,11,"23-NSTR-15126, 24-OSTR-04228"
900084,Rent whole Townhouse in Uptown,4805726,Adam,,Uptown,29.93276,-90.10265,Entire home/apt,,30,0,,,1,0,0,
900210,Valblu-freret st #1 long term rental! See reviews!,4806326,Joey,,Freret,29.93552,-90.10923,Entire home/apt,,30,28,2025-02-06,0.23,2,299,4,
900337,2 Bedroom Suite in Uptown New Orleans,4807949,Judith,,Uptown,29.92074,-90.1069,Entire home/apt,283,30,26,2025-02-11,0.18,1,145,3,"23-NSTR-15847, 23-OSTR-03329"
900608,French Quarter Beauty,4810197,Jazz,,French Quarter,29.95978,-90.06505,Entire home/apt,,30,15,2018-01-02,0.12,1,0,0,
901827,Traditional Lower Garden District 2 bdrm apt,11372242,Thiamanti,,Central City,29.93668,-90.07614,Entire home/apt,,30,375,2025-02-16,2.55,46,43,15,"20STR-29680, 20-OSTR-00788"
901876,Walk to Tulane -Bright Sunny Room of the Treehouse,4772370,Laurie,,Audubon,29.93823,-90.11151,Private room,,30,300,2024-03-02,2.05,2,0,1,"20STR-21678, 20-OSTR-21677"
904990,"Gem Condo, Soul of Arts District",4841202,Matilde,,Lower Garden District,29.94449,-90.06751,Entire home/apt,50,90,7,2022-09-04,0.06,5,296,0,
905897,"King Bed, Walk to FQ, 30% off 4+ Nights No Chores",4847397,Scott,,Treme - Lafitte,29.96624,-90.06951,Entire home/apt,300,2,411,2025-02-24,2.81,2,305,27,"23-NSTR-15010, 24-OSTR-03224"
906101,Loft Bywtr-Marigny GR8T Location,2671376,Ruby Dee,,St. Claude,29.96979,-90.04808,Entire home/apt,221,30,289,2025-01-04,1.97,2,156,16,"20STR-01981, 20-OSTR-01981"
908231,Spacious Broadmoor Townhome- Central to Everything,4866349,Dawn,,Broadmoor,29.95201,-90.10369,Entire home/apt,348,3,61,2025-02-27,0.55,1,339,10,"23-NSTR-13586, 24-OSTR-04281"
910912,Bayou St John Historic Home,4887507,Roxanne And Tim,,Bayou St. John,29.97885,-90.08411,Entire home/apt,493,2,130,2025-01-20,1.03,2,292,9,"23-NSTR-13850, 23-OSTR-14560"
2177994,Royal Street Kitchenette Balcony Suite 6,1405952,Zakary,,Marigny,29.96503,-90.05193,Private room,209,1,43,2025-01-12,0.32,12,264,11,23-xstr-17948
2180692,Walk / Bike to French Quarter and Jazz Fest 1,3725969,April,,Treme - Lafitte,29.97029,-90.07163,Entire home/apt,131,2,616,2025-02-02,4.57,2,107,43,"23NSTR-14433, 23ostr-11373"
2185863,Marigny Jewel - Home Away from Home (#137023),4778357,Ronald,,Marigny,29.96623,-90.05149,Private room,461,30,69,2024-05-07,0.52,2,321,4,23-XSTR-16813
2189294,Irish Channel spacious 500 sq ft loft tiny home,10948438,Cathy,,Irish Channel,29.92281,-90.08621,Entire home/apt,126,30,44,2025-02-16,0.33,2,295,5,
2189313,"Irish Channel Gem, cheap n chic!",10948438,Cathy,,Irish Channel,29.92103,-90.08649,Entire home/apt,122,30,53,2025-02-20,0.40,2,191,4,
2192470,Private Room in Guest House,1832077,Brian,,Holy Cross,29.96099949771703,-90.02173438511514,Private room,131,2,146,2025-02-24,1.10,5,64,21,"20-CSTR-26702, 20-OSTR-26704"
2203775,Jane Milne Suite - 2 bed 2 bath near FQ,1006034,Gwendolyn,,Treme - Lafitte,29.96876,-90.06839,Entire home/apt,86,30,132,2024-04-15,0.99,5,175,1,
2203814,Watson Suite - Near French Quarter,1006034,Gwendolyn,,Treme - Lafitte,29.96693,-90.06847,Entire home/apt,85,30,68,2017-10-30,0.51,5,365,0,
2221682,"Bright, Vibrant, & Renovated in Faubourg St. John",7676497,Mac,,Bayou St. John,29.97469,-90.08328,Entire home/apt,127,3,14,2025-02-17,0.11,2,26,7,"21RSTR-12569, 19OSTR-26389"
2226543,Historic Home|Heart of Mid-City| French Quarter,11362234,Isaac,,Tulane - Gravier,29.96406,-90.08027,Entire home/apt,484,1,223,2025-02-02,1.67,10,352,14,"22-CSTR-19616, 22-OSTR-10408"
2250080,Minutes to Anywhere in New Orleans,11491946,Meg,,Marlyville - Fontainbleau,29.95493,-90.10798,Entire home/apt,168,2,105,2025-02-16,0.78,1,144,7,"23-NSTR-17259, 23-OSTR-11811"
2255065,Historic Authentic MidCity 1 - French Quarter,11362234,Isaac,,Tulane - Gravier,29.96203,-90.08259,Entire home/apt,491,1,238,2024-12-08,1.77,10,355,9,"22-CSTR-19618, 22-OSTR-10408"
2255182,Treme Central - Huge Balcony,6753577,Jo,,Treme - Lafitte,29.96589,-90.06681,Entire home/apt,182,30,209,2020-03-16,1.57,2,180,0,"17STR-10050, 17-OSTR-00010"
2272725,"1903 Queen Anne Beauty, Registration 23-XSTR-12136",11573383,Nancy,,St. Claude,29.96439,-90.03744,Entire home/apt,273,3,255,2025-02-11,1.90,1,242,13,23-XSTR-12136
2295965,"Historic Creole Cottage, 1 block to French Quarter",6002761,Beverly,,Treme - Lafitte,29.96617,-90.06433,Entire home/apt,2250,120,271,2020-08-13,2.02,1,179,0,"18STR-18519, 20-OSTR-02074"
2297440,The Purple House by Tulane,11734377,Ryan,,Audubon,29.94982,-90.11606,Entire home/apt,146,1,708,2025-02-26,6.71,1,131,59,"24-NSTR-18626, 24-OSTR-18625"
914407,Parks-Bowman Mansion: The Red Room,4795675,Adrienne,,Garden District,29.92956,-90.08393,Private room,207,1,671,2025-02-16,4.60,3,311,44,23-XSTR-21481
914581,Parks-Bowman Mansion: The Haunted Bedroom,4795675,Adrienne,,Garden District,29.92928,-90.08214,Private room,258,1,592,2025-02-16,4.05,3,303,34,23-XSTR-21481
914617,Parks-Bowman Mansion: The Library,4795675,Adrienne,,Garden District,29.9294,-90.08436,Private room,233,1,867,2025-02-10,5.90,3,278,64,23-XSTR-21481
917965,"Prime garden district, parking. hi-speed internet",4900663,Karen,,Lower Garden District,29.93409,-90.07562,Entire home/apt,453,30,266,2025-02-17,1.81,2,128,33,"20str-10136, 20-OSTR-1013"
918511,Convenient Mid City Apartment,4931906,Todd & Kristi,,City Park,29.98117,-90.09053,Entire home/apt,135,30,212,2020-03-16,1.44,1,365,0,
921154,FrenchQuartr|Marginy|Pool|Courtyrd (1yr LEASEonly),4951914,Thomas L,,Marigny,29.966976,-90.050941,Entire home/apt,,30,244,2025-01-03,2.38,5,26,19,"20STR-02763, 20-OSTR-02768"
925086,French Condo in the Warehouse District,1976003,Sebastien,,Central Business District,29.94697,-90.07035,Entire home/apt,200,30,66,2019-05-07,0.61,1,352,0,
931412,Mimsie and the Alligata Carriage House & Courtyard,4993714,Mimsie,,East Riverside,29.91909,-90.08563,Entire home/apt,364,30,180,2025-02-10,1.44,1,89,7,"20STR-33234, 20-OSTR-22430"
936112,"9a Fleur De Lis Mansion Spa/Pool, B&B # 317134",4981655,Jim,,Lower Garden District,29.9386,-90.06863,Entire home/apt,1835,30,58,2025-02-16,0.41,1,362,4,Exempt
938165,Sophisticated Styled Estate 40% Off Spring,4605202,Wayne,,Fairgrounds,29.9799,-90.08212,Entire home/apt,564,30,178,2024-05-27,1.23,2,180,2,"22-RSTR-05145, 22-OSTR-05140"
938262,"Elegant Uptown New Orleans, near Universities",5067495,Sarah Hansel,,Audubon,29.93421,-90.11811,Private room,,30,6,2018-07-22,0.07,1,0,0,
947400,Cozy One Bedroom NOLA Apartment,5134411,Jessica,,Lower Garden District,29.93185,-90.07035,Entire home/apt,170,1,702,2025-02-27,4.81,1,213,61,"23NSTR-14663, 23-OSTR-13626"
956635,"New Orleans Rental, Esplanade Ridge",5199957,Fred And Renee,,Fairgrounds,29.98323,-90.0866,Entire home/apt,68,30,115,2025-01-31,0.85,1,347,1,19STR-22503
967567,Treme Creole Cottage,5278748,Lolis,,Treme - Lafitte,29.96625,-90.06758,Entire home/apt,343,30,378,2023-04-30,2.60,1,89,0,"17STR-17374, 20-OSTR-0000"
969714,The New Orleans Sweeeet Retreat,5154893,Leila,,Holy Cross,29.95668,-90.00772,Entire home/apt,299,3,1,2020-02-26,0.02,2,87,0,
995213,Legal Rental : Elegant Lower Garden District Home,5465617,Dawn-Marie,,Lower Garden District,29.93839,-90.07349,Entire home/apt,500,30,129,2023-05-29,0.89,1,269,0,"24STR-21124, 19-OSTR-02403"
997365,Big Easy Condo(close to the action),5480237,Raymond,,Treme - Lafitte,29.96288,-90.06642,Entire home/apt,219,1,365,2024-12-20,2.52,5,331,38,"23-NSTR-18389, 23-OSTR-18622"
1018723,Vibrant TREMÈ Jazz Shotgun/5 min FQ/Streetcar Walk,5607947,Jenna,,Treme - Lafitte,29.96439,-90.06782,Entire home/apt,,30,200,2020-03-09,1.39,1,0,0,19STR-05694
1022169,Festive Creole Cottage- Celebrate Mardi Gras!,5627272,Lori,,Fairgrounds,29.98171,-90.08254,Private room,142,2,120,2025-02-16,0.83,1,94,2,"25-NSTR-00479, 25-OSTR-00086"
1042528,"Clean, Quiet Bayou St. John Studio",5739566,Brooke And Eliot,,Bayou St. John,29.9765,-90.08845,Entire home/apt,162,2,396,2025-02-16,2.75,1,23,29,"23-NSTR-15551, 24-OSTR-18183"
1048233,Musical & cultural extravaganza!,5770796,Sylvia,,Marigny,29.96407,-90.05789,Private room,286,4,262,2025-02-11,1.82,2,74,12,24-XSTR-07988
1056897,$95 per Night in January 2018! - New Year Special!,5821538,Georgia,,Lower Garden District,29.93417,-90.07281,Private room,109,30,205,2020-03-08,1.48,2,365,0,
1073455,Native New Orleans. Bywater near Crescent park.,5904943,Roger And Rico,,Bywater,29.95967,-90.04474,Entire home/apt,93,30,79,2024-05-04,0.55,1,311,1,19STR-22298
1082298,Cozy Clean Safe 3Bdr/2Bth 2nd Floor,5951318,Dr. Therese,,Lake Terrace & Oaks,30.02421,-90.06728,Entire home/apt,,30,61,2023-10-22,0.53,2,0,0,
1092214,$95 a Night in January 2018! - New Year’s Special!,5821538,Georgia,,Lower Garden District,29.9361,-90.07196,Private room,125,30,152,2020-02-26,1.06,2,364,0,
1094521,Pet Friendly Maison du Madison,6013357,Elisa,,Bywater,29.96743,-90.04974,Entire home/apt,134,1,365,2025-02-25,3.67,1,345,26,"20RSTR-87639, 17-OSTR-06697"
1100195,The Harlequin House,6043636,Jordan,,Treme - Lafitte,29.97406,-90.07702,Entire home/apt,47,30,199,2018-04-13,1.38,1,85,0,
1103936,~Mid City Oasis~,6062935,Deanie,,City Park,29.98048,-90.09927,Entire home/apt,222,30,120,2024-11-11,1.11,1,335,7,"17STR-08434, 20-ostr-02165"
1116726,"VoodooVilla Private Suite, Walk to Quarter!",4847397,Scott,,Treme - Lafitte,29.966419219970703,-90.06938934326172,Entire home/apt,400,30,329,2024-04-14,2.29,2,172,4,"21-STR-00262, 22-OSTR-21925"
1174901,Home Sweet Home By The River,4163388,N L,,Holy Cross,29.958145141601562,-90.0256576538086,Entire home/apt,,30,6,2019-01-01,0.04,2,0,0,17STR-19404
1186700,"FQ/Marigny Creole Cottage Beauty, Prime Location!",4710746,Sara,,Marigny,29.96501,-90.06108,Entire home/apt,829,2,219,2025-02-24,1.82,2,328,23,"23-CSTR-08850, 23-OSTR-01338"
1187616,Private Room in Mid-City,6494296,Daniel,,Mid-City,29.97302,-90.09915,Private room,,100,3,2018-07-10,0.04,1,0,0,
1247718,Courtyard Cottage. A city's refuge,4841202,Matilde,,Lower Garden District,29.93397,-90.07282,Entire home/apt,69,30,58,2024-09-26,0.42,5,303,1,"22-RSTR-16106, 21-OSTR-06524"
1283353,Beautiful Bywater Shotgun w/ Bikes!,5316723,Gabrielle,,St. Claude,29.96774,-90.03713,Entire home/apt,173,2,572,2025-02-10,4.03,1,90,49,"24-NSTR-11294, 24-OSTR-07722"
1295314,Bywater Wonderland,4880969,Stacy,,Bywater,29.96304,-90.04044,Entire home/apt,250,30,25,2022-07-14,0.18,6,179,0,
1313719,Oak-lined Ursulines Ave raised style funky house,6132575,Joshua,,Bayou St. John,29.97645,-90.08279,Entire home/apt,352,1,72,2025-02-24,2.47,1,303,39,"23-NSTR-16704, 23-OSTR-16082"
1316954,"New Orleans 1br Suite, Avenue Plaza",7054805,Eric,,Central City,29.93423,-90.08124,Entire home/apt,237,30,14,2017-03-14,0.10,2,358,0,
1331004,Ursulines Colorful Historic Home near French Qtr,2019341,Historic Getaways,,Treme - Lafitte,29.96586,-90.06397,Entire home/apt,374,1,157,2025-01-27,1.17,31,265,19,23-XSTR-11592
1352100,Lemon Tree Manor in Bywater,7338169,Susan,,Bywater,29.96197,-90.04433,Entire home/apt,238,30,295,2025-02-11,2.13,1,338,14,"20RSTR-31016, 20-OSTR-31012"
1377824,Funky Safe 2-Story Cottage in Heart of Bywater,5640348,Maria,,Bywater,29.963698599312387,-90.04285502645983,Entire home/apt,171,3,52,2024-02-05,0.37,1,53,0,"23-NSTR-17396, 23-OSTR-13779"
1419885,"Casa Pelican B&B and Cooking School, Balcony Room",7645369,Karen,,Algiers Point,29.95371,-90.04773,Private room,135,1,498,2025-02-15,3.72,2,254,41,23-XSTR-21467
1427307,"History, color, & art in Faubourg St. John shotgun",7676497,Mac,,Bayou St. John,29.97509,-90.08519,Entire home/apt,,30,195,2024-10-28,1.48,2,0,17,"19RSTR-26386, 19OSTR-26389"
1450713,Spactacular Newly Renovated Carriage House,7785342,Mamie,,Central City,29.936187,-90.080474,Entire home/apt,421,30,78,2023-05-21,0.56,1,364,0,"23-NSTR-15186, 23OSTR-10742"
1452644,Charming casita  by Mississipi River,7793229,Rashida,,Holy Cross,29.95697,-90.02314,Entire home/apt,,30,233,2020-12-04,2.17,1,0,0,"19STR-23125, 19-OSTR-00000"
1466244,Charming uptown victorian!,7835894,Mary,,Uptown,29.93099,-90.10839,Private room,100,30,86,2019-12-20,0.62,1,365,0,19STR-20132
1470392,Maison Thombeau - Magazine St. Riverfront Beauty,7872860,Danetta,,East Riverside,29.91899,-90.09143,Entire home/apt,,90,19,2020-02-26,0.20,1,87,0,
1546854,"Tiny House/Parking
A+location
30 day availability.",8241996,Alex,,Irish Channel,29.92554,-90.08017,Entire home/apt,100,30,69,2024-06-13,1.81,1,175,8,"17STR-04335, 17-ostr-04335"
1602821,Party Atmosphere Hostel - Private Room for Four,8540704,Robert Higdon,,Central City,29.93783,-90.07861,Private room,115,30,8,2014-04-08,0.06,4,52,0,Exempt
1614892,The Laurel Bed and Breakfast in Mid-City,8596036,Laura,,City Park,29.9802553,-90.0907984,Private room,135,2,41,2025-02-16,0.30,1,291,10,23-XSTR-11784
1621961,Cottage in Gentilly Terrace,8626766,Jeanne,,Gentilly Terrace,30.0067,-90.05324,Entire home/apt,,30,0,,,1,0,0,
1661090,Bywater Historic Home,228432,Nathalie,,St. Claude,29.964907,-90.040382,Entire home/apt,257,3,246,2025-02-09,1.77,1,333,10,"23-NSTR-13443, 23-OSTR-13446"
1665035,Private Room w/ Private Bath in Guest House,1832077,Brian,,Holy Cross,29.95885,-90.02075,Private room,113,2,177,2025-02-10,1.28,5,8,22,"20-CSTR-26702, 20-OSTR-26704"
1665262,Loft living in Irish Channel,4844670,Mia,,St. Thomas Dev,29.92329,-90.07232,Entire home/apt,247,2,96,2025-02-11,0.70,2,160,9,"22-CSTR-22886, 23-OSTR-01224"
1695768,The Epicenter,8955981,Brian,,Marigny,29.96504,-90.0603,Private room,91,30,533,2025-02-28,3.90,1,306,39,"17STR-08217, 19-OSTR-0000"
1718222,Airy & Beautiful apt near Magazine!,4844670,Mia,,St. Thomas Dev,29.92315,-90.07394,Entire home/apt,152,30,23,2021-12-10,0.17,2,113,0,
1735922,Huge Space in the Heart of Midcity,4580360,Jarrod,,Mid-City,29.96803,-90.08577,Entire home/apt,189,30,116,2024-07-08,0.85,2,159,3,"19STR-21967, 20-OSTR-01855"
