id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,city
29882763,Mardi Gras Retreat | Jacuzzi & Top Attractions,224577726,Best NOLA Vaca,,Lower Garden District,29.93213653564453,-90.06761169433594,Entire home/apt,372.0,3,139,2025-01-20,1.82,1,222,22,"21-CSTR-04272, 21-OSTR-12093",New Orleans
29926330,Tween Da Lakes,89938656,Harry,,Lake Catherine,30.1503,-89.73746,Entire home/apt,274.0,3,53,2025-02-10,0.71,1,294,9,"19str-21141, 20-OSTR-0464",New Orleans
30930844,Music Lovers' Bywater Hideaway with Private Porch,231135077,Allan,,St. Claude,29.96495,-90.04205,Private room,113.0,30,76,2023-07-02,1.01,1,179,0,"18STR-19640, 20-OSTR-0778",New Orleans
31019832,Gingerbread House NOLA,164974532,Eve,,Navarre,29.98682,-90.10715,Entire home/apt,324.0,3,105,2025-02-10,1.49,1,308,15,"20RSTR-21407, 20-OSTR-00707",New Orleans
31026414,Mid City Studio Apartment,26598201,Freddy,,Mid-City,29.96787,-90.093,Entire home/apt,52.0,30,39,2024-05-03,0.52,6,274,1,"20-RSTR-21232, 20-OSTR-19163",New Orleans
31034516,SPACIOUS NOLA HOME W/ PERGOLA & BBQ GRILL,84159310,Karen,,Plum Orchard,30.02177,-89.99332,Entire home/apt,264.0,30,111,2024-06-02,1.57,1,358,8,"19STR-21933, 19-OSTR-0000",New Orleans
31085363,Courtyard Suite 2ba with Kitchen on Royal Street,1405952,Zakary,,Marigny,29.96505,-90.05206,Entire home/apt,79.0,30,19,2022-02-27,0.36,12,176,0,23-xstr-17948,New Orleans
31118634,St Charles Ave Apt B on the St Charles Trolly line,11372242,Thiamanti,,Central City,29.94082,-90.07438,Entire home/apt,150.0,2,124,2024-10-20,1.65,46,64,7,"19-CSTR-70336, 19-OSTR-70333",New Orleans
31118819,St Charles Ave Apt C on the St Charles Trolly line,11372242,Thiamanti,,Central City,29.94152,-90.07327,Entire home/apt,141.0,2,144,2025-02-11,1.92,46,91,14,"19STR-70337, 20-OSTR-0124",New Orleans
31118837,Prime Location – Walk to the French Quarter!,4798332,Leah Helen,,Seventh Ward,29.97371,-90.06949,Entire home/apt,128.0,2,209,2025-02-05,2.78,4,104,25,"23-NSTR-17446, 24-OSTR-21907",New Orleans
31119075,Lower Garden District Rental #2 Five mins to FQ,11372242,Thiamanti,,Lower Garden District,29.93705,-90.07443,Entire home/apt,246.0,2,109,2024-11-03,1.45,46,46,7,23-XSTR-50000,New Orleans
31123241,Location! It's Festival Season! Lux Condo!Sleeps 6,232603648,Shae,,Central Business District,29.94817,-90.07338,Entire home/apt,689.0,1,137,2025-02-22,1.86,1,304,24,"18STR-19443, 20-OSTR-0179",New Orleans
31150745,Apartment in Heritage Building with Front Terrace,11372242,Thiamanti,,Central City,29.94152,-90.07327,Entire home/apt,197.0,2,192,2025-02-10,2.56,46,71,18,"19-CSTR-70335, 19-OSTR-70333",New Orleans
31172145,Frenchmen Manor,232687907,Nkenge,,Seventh Ward,29.98343,-90.05922,Private room,329.0,30,153,2024-12-02,2.07,1,89,18,"25NSTR-01813, 24-OSTR-23015",New Orleans
31173868,GRAND 1868 MANSION NEXT TO HISTORIC GARDEN DIST.,233026883,Gail,,Garden District,29.92698,-90.08486,Entire home/apt,600.0,3,162,2025-02-24,2.2,1,291,30,"23-NSTR-13863, 24-OSTR-03275",New Orleans
31181311,Bywater arts & crafts- walk to St. Claude corridor,16876788,Joe,,St. Claude,29.96789038990789,-90.03530158171533,Private room,72.0,1,161,2025-02-11,2.18,4,64,12,"19STR-50525, 19-OSTR-5056",New Orleans
31187236,"Broadmoor Abode 5 mins Superdome, central located",6947818,Anh,,Broadmoor,29.94075,-90.10073,Entire home/apt,306.0,2,157,2024-07-08,2.1,2,143,8,"23-NSTR-13784, 24-OSTR-04007",New Orleans
31214319,Fabulous 1 Bed/ 1 Bath Just Steps to Magazine St!!,101554535,Gino,,East Riverside,29.92071,-90.0906,Private room,183.0,2,111,2022-11-08,1.49,1,49,0,"24-NSTR-18672, 24-OSTR-18664",New Orleans
31268160,Updated Quiet and Comfortable Uptown 1br Apt,112910785,Marigny,,West Riverside,29.91736,-90.10115,Entire home/apt,117.0,3,143,2025-02-26,1.92,79,298,26,"21-CSTR-17652, 20-ostr-00044",New Orleans
31283391,Claiborne Historic Mansion - 5 bed/3.5 bath,2019341,Historic Getaways,,Seventh Ward,29.969600677490234,-90.06688690185547,Entire home/apt,560.0,1,98,2025-01-07,1.33,31,268,8,"21-CSTR-20662, 20-OSTR-02200",New Orleans
31308477,Voted TOP Location by AIRBNB Condo near Streetcar,234332158,Bobby,,Central City,29.92941,-90.09041,Entire home/apt,138.0,30,250,2025-02-21,3.39,1,279,23,"23-NSTR-13223, 21OSTR-11906",New Orleans
31358957,Elegant Condo w Balcony on Magazine St. 2br|1ba,232296790,Michael And Marcia,,Lower Garden District,29.93148,-90.07344,Entire home/apt,296.0,2,254,2025-02-23,3.41,17,245,27,"20-CSTR-01396, 22-OSTR-18234",New Orleans
31395888,"3BR Suite B with 5 beds, 2 baths - Sleeps 10",6534205,Robin,,Treme - Lafitte,29.963351,-90.066178,Entire home/apt,552.0,3,22,2024-01-02,0.3,8,8,0,23-XSTR-08233,New Orleans
31460037,Courtyard Cottage in Central City,140995269,Gwender,,Central City,29.93616,-90.08711,Entire home/apt,202.0,3,115,2025-02-23,1.75,1,128,16,"20RSTR-27397, 19-OSTR-70395",New Orleans
31474403,New Orleans Dream Duo- Location & Decoration,1921252,Miranda & Marcos,,St. Claude,29.96963,-90.04524,Entire home/apt,334.0,3,23,2021-11-03,0.31,1,178,0,"19STR-70209, 19-OSTR-7020",New Orleans
31517801,Funky Downtown Crash Pad - Walking Distance to FQ!,19859194,Jay,,Seventh Ward,29.97282,-90.06136,Entire home/apt,301.0,2,24,2024-10-28,0.33,10,364,2,"22-CSTR-13791, 22-OSTR-20762",New Orleans
31518908,2BD/2BA Shotgun Home in NOLA's BEST Neighborhood!,228142234,Desiree,,Treme - Lafitte,29.97233,-90.08086,Entire home/apt,331.0,30,20,2020-02-26,0.27,2,359,0,,New Orleans
31589947,Take a Streetcar to the Quarter from a Classic Double,68649554,Alicia,,Central City,29.93532,-90.08279,Entire home/apt,298.0,4,171,2025-02-19,2.33,3,210,25,"23-NSTR-14035, 23-OSTR-13571",New Orleans
31615279,Expansive Modern Luxury Home - Streetcar Adjacent!,157318848,Stay Redamo Vacation Rentals,,Central City,29.93875,-90.078,Entire home/apt,292.0,2,150,2025-02-02,2.06,6,248,21,"22-CSTR-19469, 24-OSTR-03359",New Orleans
31616870,"Huge New Home w/ Outdoor Space, Walk to Streetcar!",157318848,Stay Redamo Vacation Rentals,,Central City,29.93856,-90.0781,Entire home/apt,374.0,2,150,2025-02-24,2.07,6,250,25,"22-CSTR-19474, 24-OSTR-03359",New Orleans
31617967,The Casita. Bywater Cozy Private Suite.,235773072,Ian,,St. Claude,29.96576,-90.04145,Entire home/apt,147.0,1,319,2025-02-10,4.31,2,136,23,"24-NSTR-18399, 24-OSTR-03125",New Orleans
32418403,Cozy Carrollton,131471395,SJW Homes,,Leonidas,29.95921,-90.12184,Entire home/apt,128.0,30,5,2020-01-02,0.07,1,89,0,Exempt,New Orleans
32423999,"Lee's Pride
A New Orleans Guest House",240036283,Maxine,,Leonidas,29.95732,-90.12293,Entire home/apt,242.0,30,42,2024-10-28,0.57,1,178,9,"21-RSTR-03010, 20-OSTR-01804",New Orleans
32462721,Oak Street Oasis,36905235,Kelly Williams,,Leonidas,29.95066,-90.13496,Entire home/apt,248.0,2,118,2025-02-16,2.6,5,203,25,"21-CSTR-02966, 21-OSTR-11986",New Orleans
32467509,JazzFest/Fairgrounds 5 min uber ride.Book it!,65665251,Jeanette,,Seventh Ward,29.98453,-90.06427,Private room,346.0,1,10,2024-10-27,0.14,5,365,1,"24-NSTR-09999, 24-OSTR-09999",New Orleans
32468935,Louis Armstrong Suite in Lower Garden District,20899326,Del,,Milan,29.92895,-90.09189,Entire home/apt,453.0,3,172,2025-02-24,2.35,4,11,10,"19STR-20519, 20-OSTR-1758",New Orleans
32474646,"Casual Corner near the French Quarter, Fairground,",125417594,Pamela,,Gentilly Terrace,29.99628,-90.05443,Entire home/apt,289.0,1,75,2025-02-17,1.03,2,58,3,"21RSTR-19617, 23-OSTR-05043",New Orleans
32489730,Prime Location Bywater/French Quarter Home!!!,203366116,Harrison,,St. Claude,29.96992,-90.04251,Entire home/apt,113.0,30,13,2021-10-15,0.18,1,89,0,,New Orleans
32495713,Spacious getaway in Carrollton Historic District,1974740,Jill,,Leonidas,29.95373,-90.12864,Entire home/apt,126.0,3,108,2025-02-17,1.48,1,42,21,"20STR-02108, 20-ostr-02107",New Orleans
32498093,Dorothy's Cozy Cottage / Near French QTR/Jazz Fest,244175169,Vaughn,,Fairgrounds,29.98603,-90.07514,Entire home/apt,283.0,3,47,2025-02-10,0.64,1,159,19,"19STR-25595, 19-OSTR-0000",New Orleans
32504791,JazzFest/Fairgrounds 5min drive 30min WALK,65665251,Jeanette,,Seventh Ward,29.98526,-90.06562,Private room,428.0,1,2,2024-10-28,0.03,5,365,1,"24-NSTR-09999, 24-OSTR-09999",New Orleans
32505495,Organic Oasis ~Walkable Cafes/Bakeries & Jazzfest,25114856,Alexis,,Seventh Ward,29.97782,-90.07429,Entire home/apt,198.0,2,37,2025-02-23,0.89,3,174,2,"19STR-24229, 20-OSTR-2556",New Orleans
32526771,"Stunning Centrally Located Home, 10 min to Bourbon",244418201,Jabari,,Hollygrove,29.96401,-90.11826,Entire home/apt,257.0,30,72,2025-01-02,1.68,1,174,18,"20-RSTR-20469, 23-OSTR-07862",New Orleans
32544440,DREAM Location! Irish Channel Charmer,167921411,Rochelle,,Irish Channel,29.92341,-90.08222,Entire home/apt,210.0,3,234,2025-02-15,3.2,31,306,47,"23-NSTR-16204, 24-OSTR-03780",New Orleans
32548638,"Private BRs, Baths, 1st & 2nd Floor, Parking",11486990,Greg & Betty,,Fillmore,30.00399,-90.08379,Private room,97.0,30,1,2019-04-14,0.01,1,363,0,,New Orleans
32550035,La Masion Dennis,244603696,Dwan,,Seventh Ward,29.979391964382195,-90.06888570550953,Entire home/apt,407.0,2,83,2025-02-10,1.15,1,89,3,"24-NSTR-18365, 24-OSTR-18342",New Orleans
32550253,Gentilly's Cozy Corner,244607867,Caroline,,Gentilly Terrace,30.00171,-90.05229,Entire home/apt,126.0,2,39,2022-05-30,0.53,1,209,0,"18STR-19018, 19-OSTR-0000",New Orleans
32607219,"Private Cottage with
 Off Street Parking",148135378,Lori,,Central City,29.94156,-90.08909,Entire home/apt,92.0,31,0,,,2,274,0,,New Orleans
32612845,Bywater / St Claude - walk to cafes and Bacchanals,16876788,Joe,,St. Claude,29.96646,-90.03543,Private room,72.0,1,154,2025-02-11,2.13,4,64,42,"23-NSTR-13689, 23-OSTR-13690",New Orleans
32618641,Funky. Modern. Spacious. Close.,40018078,David,,Central City,29.93421,-90.08469,Entire home/apt,90.0,2,226,2025-02-23,3.1,1,109,36,"19STR-70368, 19-OSTR-0000",New Orleans
32631527,Mardi Gras Headquarters on the Bayou! Luxury Home!,78000126,Angelle,,Bayou St. John,29.97273,-90.08823,Entire home/apt,70.0,30,208,2024-12-15,2.85,1,89,17,"23STR-23601, 20-ostr-20923",New Orleans
32632418,Villa w/ Waterfront Deck: 23 Mi to Bourbon Street!,122380652,Evolve,,Lake Catherine,30.06871,-89.81048,Entire home/apt,731.0,30,0,,,20,352,0,"22-RSTR-11036, 21-OSTR-08984",New Orleans
32632543,Waterfront NOLA Villa: 23 Mi to French Quarter!,122380652,Evolve,,Lake Catherine,30.069,-89.812,Entire home/apt,200.0,30,1,2019-04-01,0.01,20,352,0,17STR-05557,New Orleans
32635927,Palais de Pershing - Walk to Freret! Add rooms!,11362234,Isaac,,Milan,29.93693,-90.10213,Entire home/apt,625.0,1,105,2025-01-20,1.44,10,322,18,"22-CSTR-17873, 22-OSTR-10408",New Orleans
32637484,*45% OFF*Only 5 Miles from Bourbon/4BR/Sleeps 12,212077924,Calvin,,St.  Anthony,30.00961,-90.06033,Entire home/apt,632.0,30,49,2024-02-08,0.67,2,177,0,"19STR-87223, 20-OSTR-1317",New Orleans
32652854,"Relaxing Oasis: 2 blocks to Magazine, stroll to FQ",141748304,Jesse,,Irish Channel,29.92522,-90.07893,Entire home/apt,245.0,30,140,2025-02-16,1.92,4,121,10,"19STR-05412, 20-OSTR-01925",New Orleans
32668396,"SUNNY SIDE, Jazz Fest Headquarters !!!",56261694,Kate And Mike,,Seventh Ward,29.98157,-90.07137,Entire home/apt,124.0,30,197,2025-02-08,2.93,2,167,19,"19STR-11990, 19-OSTR-00001",New Orleans
32668798,"Central City Abode, Central Location",154680539,Mark,,Central City,29.93972,-90.08076,Private room,64.0,92,37,2020-03-15,0.51,1,89,0,"19STR-22227, 19-OSTR-0000",New Orleans
32670432,Historic Renovation Studio/ City Park,245654733,Ryan,,City Park,29.98462,-90.10211,Entire home/apt,156.0,2,73,2025-02-17,1.0,2,334,18,"19STR-70070, 19-OSTR-7007",New Orleans
32725051,Spacious 1 Bed on Sought-After Magazine St.,135108051,Ash,,Irish Channel,29.92585,-90.08262,Entire home/apt,209.0,2,168,2025-02-10,2.3,10,58,34,"23-Nstr-04697, 23-ostr-14676",New Orleans
32743356,Bienville Suite at Penelope B&B / Treme French QTR,56364673,Penelope,,Treme - Lafitte,29.96492,-90.06474,Private room,175.0,2,130,2025-02-28,1.78,5,228,29,23-XSTR-12179,New Orleans
32846636,Charming Studio Apartment in Riverbend/Uptown,12458923,Allison,,Leonidas,29.95441,-90.13157,Entire home/apt,91.0,30,58,2024-12-07,0.8,1,357,4,19STR-01690,New Orleans
32872762,Columbus Creole Cottage,69205813,Mecca,,Seventh Ward,29.97385,-90.06878,Entire home/apt,194.0,1,90,2025-02-10,1.25,1,160,20,"20str-02213, 20-ostr-02212",New Orleans
32886093,The Lair in Tulane Uptown Hip Freret Area,38519704,Courtney,,Freret,29.93691,-90.10907,Entire home/apt,141.0,1,105,2025-02-19,1.45,2,118,23,"23RSTR-04085, 23OSTR-04085",New Orleans
29981864,The Double Gallery,12092679,Jeffrey,,St. Claude,29.96759,-90.03946,Entire home/apt,272.0,2,209,2025-02-16,2.86,2,0,24,"23-NSTR-15500, 23-ostr-15500",New Orleans
29992216,Beautiful room in Saint Charles Avenue Mansion,162593725,Jaye,,Audubon,29.93889,-90.12666,Private room,124.0,1,123,2025-02-08,1.61,4,325,21,"23NSTR18311, 24-OSTR-07058",New Orleans
29992391,Comfortable Room on St Charles Ave Streetcar Line,162593725,Jaye,,Audubon,29.93857,-90.12659,Private room,94.0,1,66,2025-02-11,0.86,4,344,12,"23NSTR18311, 24-OSTR-07058",New Orleans
29992553,Big Easy Living,88237327,Ron Anthony,,Broadmoor,29.95195,-90.10318,Entire home/apt,237.0,2,153,2025-02-11,2.0,2,35,22,"18STR-12110, 20-OSTR-01734",New Orleans
30006587,Lower Garden District Boutique 18,11372242,Thiamanti,,Central City,29.93763,-90.07601,Entire home/apt,216.0,2,149,2025-02-16,1.95,46,65,13,23-xstr-00003,New Orleans
30019781,A1 French quarter 11 Beds Walk to French Quarter!,225641691,Jake,,Treme - Lafitte,29.96668,-90.06938,Entire home/apt,1215.0,3,185,2025-02-02,2.42,2,213,15,24-xstr-12345,New Orleans
30095262,Pet-Friendly Irish Channel home base,110887182,Stay Redamo Vacation Rentals,,West Riverside,29.91601,-90.1063,Entire home/apt,171.0,3,115,2025-01-13,1.57,8,168,19,"22-CSTR-17297, 24-OSTR-03359",New Orleans
30096353,The Chill Spot between French Quarter & City Park,226141743,Leno,,Seventh Ward,29.9791,-90.07477,Entire home/apt,186.0,30,83,2024-12-02,1.09,1,64,7,"20STR-02116, 20OSTR-02116",New Orleans
30154030,Minutes to French Quarters!!!,226554206,Dartanion,,Lower Ninth Ward,29.96382,-90.02328,Entire home/apt,257.0,2,61,2025-02-07,0.81,1,87,5,"18STR-19260, 20-OSTR-0276",New Orleans
30181523,Spacious DOWNTOWN NOLA Mansion/Ideal LOCATION!,194558566,Nola,,Seventh Ward,29.98589,-90.06798,Entire home/apt,956.0,30,21,2020-11-02,0.28,1,364,0,Exempt,New Orleans
30201064,Captain's Quarters in Historic Lower Garden District,37614659,Robert,,Lower Garden District,29.93411,-90.07201,Entire home/apt,179.0,2,276,2025-02-11,3.62,10,292,37,"22-CSTR-19452, 22-OSTR-18927",New Orleans
30202231,The Big Blue House,8288599,Nathan,,Seventh Ward,29.97268,-90.05982,Entire home/apt,390.0,3,171,2025-02-17,2.28,2,118,38,"21-CSTR-00954, 24-OSTR-07393",New Orleans
30204111,NOLA Shotgun Beauty 1 mile from French Quarter,226868197,DeShonne,,Seventh Ward,29.97316,-90.05888,Entire home/apt,129.0,2,205,2025-02-11,2.77,1,172,34,"23-NSTR-15074, 23-OSTR-15094",New Orleans
30207852,Modern Home Near French Quarter + Parking,219828,Lisa,,Treme - Lafitte,29.97552,-90.07786,Entire home/apt,164.0,3,130,2025-02-23,1.77,6,191,51,"20-CSTR-33467, 23-OSTR-06414",New Orleans
30234345,Artsy Magazine St | Grand Balcony | Great Location,8329708,Sam,,East Riverside,29.92078,-90.09857,Entire home/apt,367.0,3,161,2025-02-12,2.12,15,285,29,"22-CSTR-07648, 22-OSTR-20529",New Orleans
30251812,Gorgeous room in historic mansion on St Charles,162593725,Jaye,,Audubon,29.93884,-90.12685,Private room,125.0,1,157,2025-02-04,2.09,4,322,18,"23NSTR18311, 24-OSTR-07058",New Orleans
30324605,★Modern & Clean Home - Walk to Freret and Tulane!★,116659102,Christopher James,,Freret,29.93945,-90.10828,Entire home/apt,117.0,1,284,2025-02-07,3.79,1,218,28,"23-NSTR-15605, 23-OSTR-09358",New Orleans
30349001,Guest house near Magazine St.,166003715,Kelp,,Touro,29.9249,-90.0895,Entire home/apt,175.0,30,12,2020-02-25,0.16,1,179,0,18STR-19369,New Orleans
30373041,The New Orleans Beach House (entire home),130485266,Keith,,Tulane - Gravier,29.96229,-90.08195,Entire home/apt,245.0,2,75,2024-11-01,0.99,5,132,5,"23-nstr-16870, 24-OSTR-03794",New Orleans
30379262,Quaint apartment one block off of Saint Charles,63302549,Jaulet,,Central City,29.93199,-90.08468,Entire home/apt,78.0,30,88,2022-12-28,1.17,3,89,0,"22-Rstr-14384, 22-OSTR-13356",New Orleans
30381787,Marigny Gem 1800 sf + private yard_24-OSTR-18122,41173870,Paul,,Marigny,29.96573,-90.06002,Entire home/apt,456.0,3,149,2025-02-17,1.98,1,37,13,"19STR-06389, 20-OSTR-02233",New Orleans
30424500,Purple People Eater of Uptown!,52891553,Rachel,,Uptown,29.9214,-90.10718,Entire home/apt,357.0,30,7,2025-01-26,0.43,1,314,6,19STR-05887,New Orleans
30442891,Spacious Historic Home - 4 blocks to Parades!,25140095,Margitta,,Central City,29.93593,-90.08172,Entire home/apt,203.0,2,142,2025-02-10,1.89,2,244,21,"19STR-20934, 19-OSTR-2093",New Orleans
30467079,Rest for the wicked... or those in need of rest!,174815,D,,Hollygrove,29.96534,-90.12002,Private room,77.0,1,299,2025-02-11,3.97,1,283,54,"23-NSTR-13392, 23-OSTR-11691",New Orleans
30487505,cozy retreat one bedroom,1144163,Mariah,,Seventh Ward,29.97771,-90.05858,Entire home/apt,64.0,31,74,2025-01-25,1.01,3,112,4,"24-NSTR-10951, 24-OSTR-10880",New Orleans
30502002,Full house 2blks from Jazz Fest in New Orleans!,26592630,Vaughn,,Fairgrounds,29.98699,-90.0769,Entire home/apt,1581.0,30,1,2019-05-06,0.01,2,178,0,18STR-17633,New Orleans
30502858,Renovated! - Garden Level Suite,228884211,Campeche,,Bayou St. John,29.97043,-90.08586,Entire home/apt,191.0,1,82,2025-01-01,1.11,6,134,4,23-XSTR-16125,New Orleans
30503285,Renovated! - Front Porch Suite,228884211,Campeche,,Bayou St. John,29.97181,-90.08581,Entire home/apt,191.0,1,51,2025-01-04,0.69,6,134,4,23-XSTR-16125,New Orleans
31620063,Large Upscale Apt on Streetcar in Riverbend,31020303,Spencer,,East Carrollton,29.9469,-90.12948,Entire home/apt,360.0,3,209,2025-02-23,2.83,1,65,66,"19STR-24224, 20-OSTR-0535",New Orleans
31625926,"Stroll to the Streetcar from a Light, Elegant, Historic Gem",18560088,Rocio,,Mid-City,29.96636032198755,-90.09542728123525,Entire home/apt,164.0,2,36,2025-02-16,0.49,1,187,3,"23-NSTR-17770, 23-OSTR-17674",New Orleans
31647915,Luxury on Frenchmen St. and the French Quarter! #3,106289693,William,,Marigny,29.96438,-90.05695,Entire home/apt,172.0,2,159,2025-02-24,2.16,73,154,25,"18STR-08799, 19-OSTR-0000",New Orleans
31665226,TOP LOCATION! Luxury Traditional New Orleans Home,167921411,Rochelle,,Bayou St. John,29.97261,-90.0877,Entire home/apt,280.0,3,165,2025-02-17,2.24,31,320,22,"22-CSTR-00515, 24-OSTR-04001",New Orleans
31667133,Barbara's Uptown,225101787,Barbara,,Uptown,29.92121,-90.10328,Entire home/apt,125.0,2,118,2025-02-16,1.6,1,268,19,"23-NSTR-15969, 23-OSTR-16157",New Orleans
31681660,C The Historic Cospelich's House,236701374,Millie,,Mcdonogh,29.94858,-90.05171,Entire home/apt,300.0,30,61,2023-03-19,0.83,1,365,0,Exempt,New Orleans
31690649,Cute 1bed steps from French Q and Jazz venues,26642486,Jose,,Seventh Ward,29.96905,-90.06288,Entire home/apt,118.0,2,150,2025-02-10,2.02,17,147,17,"22-CSTR-21628, 24-OSTR-04983",New Orleans
31711333,Studio #28,37494578,Roberto,,Seventh Ward,29.97224,-90.06005,Private room,60.0,30,48,2024-02-15,0.65,3,61,0,"18STR-19861, 19-OSTR-0000",New Orleans
31742139,New Orleans VIP Condo Super Bowl Location!,56660611,Shay,,Lower Garden District,29.94461,-90.06781,Entire home/apt,907.0,30,0,,,2,365,0,,New Orleans
31794661,Mardi Gras weekend availability,238269981,Lauren,,Marigny,29.96413,-90.05897,Entire home/apt,174.0,3,121,2025-02-10,1.65,1,49,9,"22STR-01769, 22-OSTR-01769",New Orleans
31800380,Sweet Sun-filled Studio in Algiers Point,78167521,Jacqueline,,Mcdonogh,29.94793,-90.04696,Entire home/apt,133.0,30,145,2024-10-18,1.97,1,269,12,"20RSTR-32574, 20-OSTR-0608",New Orleans
31827006,"Historic Victorian Facade, Luxurious Interior",2127380,Thea,,Milan,29.93379,-90.09648,Entire home/apt,113.0,30,46,2022-09-11,0.63,1,266,0,19STR-05394,New Orleans
31829158,Downtown NOLA Balcony Loft- Near the Quarter! 201,112910785,Marigny,,Central Business District,29.94817,-90.07338,Entire home/apt,201.0,3,162,2025-02-26,2.19,79,305,37,"21-CSTR-06073, 20-ostr-00044",New Orleans
31854023,GiGi's Place,238726984,Tanya,,Seventh Ward,29.97902,-90.07045,Private room,216.0,30,36,2023-05-08,0.49,2,365,0,Exempt,New Orleans
31855768,Hear Local Live Music From the Back Porch,215005390,Megan,,Marigny,29.963625,-90.057487,Entire home/apt,503.0,3,80,2025-02-09,1.09,2,189,24,24-XSTR-04663,New Orleans
31856068,Parlour Nola: Historic Shotgun House,60095615,Miranda,,East Riverside,29.91989,-90.0939,Entire home/apt,300.0,1,211,2025-02-08,2.94,1,85,30,"19STR-22511, 19-OSTR-0000",New Orleans
31858881,For French Quarter Fest & Jazzfest Creole Cottage,10910246,Laszlo,,Leonidas,29.95352,-90.12967,Entire home/apt,253.0,30,2,2024-08-05,0.03,1,44,1,,New Orleans
31873454,New Orleans Irish Channel Traditional Shotgun,41407791,Andrea,,Irish Channel,29.92522,-90.07885,Entire home/apt,322.0,3,64,2025-02-23,0.98,1,25,4,"23-NSTR-14528, 23-ostr-16731",New Orleans
31926565,Greenhouse Camelback in the Bywater,122064235,Jed,,Bywater,29.96525,-90.04801,Entire home/apt,457.0,6,23,2024-10-30,0.32,1,308,6,"23-NSTR-14488, 20-OSTR-02881",New Orleans
31928531,Cute 1bed walk to French Q and Bourbon St.,26642486,Jose,,Seventh Ward,29.968053817749023,-90.06246948242188,Entire home/apt,116.0,2,192,2025-02-08,2.6,17,158,19,"23-CSTR-04721, 24-OSTR-04983",New Orleans
31933139,Claiborne Historic Victorian Mansion 5bed/3ba,2019341,Historic Getaways,,Treme - Lafitte,29.967472076416016,-90.06582641601562,Entire home/apt,552.0,1,81,2025-02-10,1.12,31,267,16,"21-CSTR-14597, 22-OSTR-06550",New Orleans
31960088,Charles'TremeGetawayLic22-CSTR-14021/24-OSTR-03067,167243460,Kim,,Treme - Lafitte,29.963823318481445,-90.07306671142578,Entire home/apt,170.0,2,109,2025-02-23,1.49,6,282,10,"22CSTR-14021, 24-OSTR-03067",New Orleans
31960588,Cute 1bed steps from French Q and Jazz venues,26642486,Jose,,Seventh Ward,29.967927932739254,-90.06234741210938,Entire home/apt,125.0,2,208,2025-02-08,2.82,17,151,21,"22-CSTR-21596, 24-OSTR-04983",New Orleans
31961142,Cozy 1BR Flat on Freret St w/Roof Deck & Parking,51541620,Samuel,,Freret,29.9350417,-90.1068787,Entire home/apt,135.0,1,231,2025-02-18,3.16,15,294,40,"22-CSTR-16276, 24-OSTR-17566",New Orleans
31977149,Great House - Great Location with Pool and Hot Tub,239746122,Harriet,,Audubon,29.92249,-90.12767,Entire home/apt,461.0,30,39,2024-11-17,0.54,1,128,5,"21-RSTR-07295, 19OSTR-26959",New Orleans
31980823,Artsy Studio Oasis w/Patio Minutes From Parades!,239771192,Ricky,,Central City,29.94224,-90.09236,Entire home/apt,159.0,30,275,2024-08-27,3.72,2,73,22,"22-RSTR-01224, 22-OSTR-01214",New Orleans
32049203,Cozy Studio close to everything!,380980,Joanne,,Treme - Lafitte,29.96609,-90.06449,Entire home/apt,90.0,4,26,2020-01-01,0.36,1,145,0,"19-ISTR-00001, 19-OSTR-59301",New Orleans
32061342,RANCHO NIRVANA: Vacation & Staycation Perfection!,240407388,Michelle Perez,,Broadmoor,29.94836,-90.10457,Entire home/apt,233.0,1,72,2025-02-24,0.99,1,142,8,"23-NSTR-15308, 23-OSTR-07442",New Orleans
32062481,***Tiny House in the Big Easy!***,809710,Sarah,,West Riverside,29.91779820175471,-90.12246817617876,Entire home/apt,213.0,2,206,2025-02-22,2.79,1,224,43,"23-NSTR-16244, 23-OSTR-13922",New Orleans
32067722,Luxury Plush Condo: Safe and Excellent Location!,95683904,Brad,,Central Business District,29.95208168029785,-90.07062530517578,Entire home/apt,408.0,2,68,2025-02-02,0.94,26,21,9,"22-CSTR-18680, 24-OSTR-03631",New Orleans
32081422,Claiborne Historic Victorian Mansion B-5 bed/3 ba,2019341,Historic Getaways,,Treme - Lafitte,29.96744728088379,-90.06584167480469,Entire home/apt,552.0,1,136,2025-02-19,1.89,31,254,21,"21-CSTR-14598, 22-OSTR-06550",New Orleans
32101876,2-Bedroom Flat in Charming Pearl Neighborhood,4920986,Peter,,Black Pearl,29.93746,-90.13155,Entire home/apt,141.0,32,0,,,1,365,0,,New Orleans
32107475,Charming Atmospheric Apartment on Magazine street,240868457,Rachel,,Lower Garden District,29.92838,-90.0776,Entire home/apt,120.0,30,232,2025-01-23,3.15,1,103,7,"19STR-00250, 20-OSTR-0117",New Orleans
32897103,Garden District Private Room #6 w/ bathroom,11372242,Thiamanti,,Lower Garden District,29.93462,-90.07604,Entire home/apt,54.0,30,35,2024-11-22,0.48,46,192,1,,New Orleans
